time,5117.battery,5117.maxbotix-mb7386-distance,5117.maxbotix-mb7386-trials,5118.battery,5118.rain-gauge-interval,5118.rain-gauge-precipitation,5118.rain-gauge-precipitation-sum
2020-03-21 15:49:16.505000-06:00,,,,2.9,600.0,0.0,7.5
2020-03-21 15:59:12.042000-06:00,2.849,500.0,0.0,,,,
2020-03-21 15:59:12.449000-06:00,,,,2.9,600.0,0.0,7.5
2020-03-21 16:09:11.932000-06:00,2.851,500.0,0.0,,,,
2020-03-21 16:09:16.620000-06:00,,,,2.902,600.0,0.0,7.5
2020-03-21 16:19:12.704000-06:00,,,,2.907,600.0,0.0,7.5
2020-03-21 16:19:16.186000-06:00,2.851,500.0,0.0,,,,
2020-03-21 16:29:12.700000-06:00,2.851,500.0,0.0,,,,
2020-03-21 16:29:16.892000-06:00,,,,2.91,600.0,0.0,7.5
2020-03-21 16:39:11.511000-06:00,,,,2.902,600.0,1.0,8.5
2020-03-21 16:39:11.767000-06:00,2.849,500.0,0.0,,,,
2020-03-21 16:49:13.391000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 16:49:18.785000-06:00,,,,2.902,600.0,0.0,8.5
2020-03-21 16:59:13.172000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 16:59:17.343000-06:00,,,,2.902,600.0,1.6,10.100000000000001
2020-03-21 17:09:16.214000-06:00,,,,2.902,600.0,0.1,10.200000000000001
2020-03-21 17:09:18.769000-06:00,2.849,500.0,0.0,,,,
2020-03-21 17:19:13.943000-06:00,,,,2.91,600.0,0.1,10.3
2020-03-21 17:19:15.425000-06:00,2.851,500.0,0.0,,,,
2020-03-21 17:29:13.244000-06:00,2.849,9999.0,0.0,,,,
